id,title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
6765,"Bon roi Dagobert, Le",1963,95,NA,4.9,8,0,14.5,0,14.5,24.5,34.5,14.5,0,0,0,,0,0,0,0,0,0,0
6766,"Bon roi Dagobert, Le",1984,112,NA,3.6,72,14.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
6767,"Bon shans, inspektore!",1983,94,NA,7.2,9,0,0,0,0,0,0,24.5,24.5,0,45.5,,0,0,1,0,0,0,0
6768,Bon voyage,2003,115,20000000,7.2,1061,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,0,0,1,1,0,0,0
6769,Bona,1981,85,NA,9.5,19,14.5,0,0,0,0,0,14.5,4.5,24.5,45.5,,0,0,0,0,0,0,0
6770,"Bonaerense, El",2002,105,NA,7.3,286,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
6771,Bonanza Bunny,1959,7,NA,6.8,36,0,0,0,4.5,14.5,14.5,24.5,34.5,4.5,4.5,,0,1,1,0,0,0,1
6772,Bonanza Town,1951,56,NA,5,10,0,0,14.5,34.5,34.5,0,14.5,0,14.5,14.5,,0,0,0,0,0,0,0
6773,Bonchi,1960,105,NA,7,12,0,0,0,4.5,0,0,45.5,14.5,24.5,0,,0,0,0,0,0,0,0
6774,"Bond, The",1918,5,NA,5.8,59,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,1
6775,Bondage Queen Kate,1995,45,NA,5.9,8,14.5,14.5,0,14.5,0,34.5,0,0,14.5,14.5,,0,1,0,0,0,0,0
6776,Bondi Tsunami,2004,91,NA,7.1,13,24.5,0,0,0,0,34.5,4.5,4.5,4.5,24.5,,0,0,1,1,1,0,0
6777,Bone,1972,95,NA,6,84,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,,0,0,1,0,0,0,0
6778,Bone Bandit,1948,7,NA,6.2,10,0,0,0,24.5,14.5,24.5,34.5,14.5,0,14.5,,0,1,1,0,0,0,1
6779,"Bone Collector, The",1999,118,48000000,6.2,17766,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
6780,Bone Daddy,1998,90,NA,5.3,371,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
6781,"Bone Snatcher, The",2003,96,6000000,4.1,400,14.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
6782,Bone Sweet Bone,1948,7,NA,6.6,24,0,0,0,4.5,4.5,34.5,34.5,4.5,4.5,4.5,,0,1,1,0,0,0,1
6783,Bone Trouble,1940,9,NA,7,35,4.5,0,0,4.5,0,14.5,24.5,34.5,4.5,14.5,,0,1,1,0,0,0,1
6784,"Bone for a Bone, A",1951,7,NA,6.7,27,0,0,4.5,4.5,14.5,14.5,34.5,14.5,4.5,4.5,,0,1,1,0,0,0,1
6785,Bones,1984,100,NA,3.7,6,0,0,14.5,34.5,14.5,0,0,14.5,14.5,0,,0,0,0,1,0,0,0
6786,Bones,2001,96,16000000,4.2,1418,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,R,0,0,0,0,0,0,0
6787,Bones of the Forest,1995,80,NA,6.7,6,0,0,0,0,0,45.5,14.5,14.5,0,14.5,,0,0,0,0,1,0,0
6788,Boney D,1996,3,NA,4.9,6,0,0,0,14.5,14.5,14.5,45.5,0,0,0,,0,1,1,0,0,0,1
6789,"Boneyard, The",1991,98,NA,4.4,82,14.5,14.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
6790,"Bonfire of the Vanities, The",1990,125,47000000,5,4151,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,1,0,0,0
6791,"Bonga, O Vagabundo",1971,90,NA,5.1,17,14.5,4.5,0,14.5,4.5,4.5,24.5,14.5,0,14.5,,0,0,1,0,0,1,0
6792,Bongbatnaguene,1991,103,NA,1.8,5,84.5,24.5,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0
6793,Bongja,2000,92,NA,5.2,11,24.5,0,14.5,24.5,0,14.5,4.5,0,0,0,,0,0,1,1,0,0,0
6794,Bongwater,1997,97,NA,4.5,458,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,R,0,0,1,0,0,1,0
6795,Bonheur d'occasion,1983,123,NA,5.8,29,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,0,4.5,,0,0,0,1,0,0,0
6796,"Bonheur, Le",1934,98,NA,7,21,4.5,0,4.5,4.5,4.5,4.5,24.5,14.5,24.5,0,,0,0,0,0,0,0,0
6797,"Bonheur, Le",1965,79,NA,6.9,131,0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
6798,Bonhoeffer: Agent of Grace,2000,88,NA,6.4,69,4.5,4.5,4.5,4.5,4.5,14.5,24.5,4.5,14.5,14.5,,0,0,0,1,0,0,0
6799,Bonjour l'angoisse,1988,95,NA,5.7,21,0,4.5,4.5,4.5,14.5,14.5,24.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
6800,Bonjour tristesse,1958,94,NA,6.2,254,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
6801,"Bonne, La",1987,82,NA,4.7,29,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,,0,0,0,0,0,0,0
6802,"Bonnes causes, Les",1962,100,NA,6.1,20,0,4.5,0,4.5,4.5,44.5,0,24.5,14.5,14.5,,0,0,0,1,0,0,0
6803,"Bonnes femmes, Les",1960,100,NA,7.1,224,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,1,0
6804,"Bonnie Brier Bush, The",1921,50,NA,7.1,11,4.5,0,0,4.5,4.5,0,4.5,4.5,4.5,44.5,,0,0,0,1,0,0,0
6805,"Bonnie Parker Story, The",1958,79,NA,5.3,53,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
6806,Bonnie Prince Charlie,1948,136,NA,4.3,37,0,14.5,4.5,14.5,24.5,4.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
6807,Bonnie Scotland,1935,80,NA,6.7,177,0,0,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
6808,Bonnie and Clyde,1967,111,2500000,7.9,12653,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,1,0
6809,Bonnie e Clyde all'italiana,1982,97,NA,4.4,34,4.5,4.5,4.5,14.5,14.5,24.5,4.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
6810,Bonnie's Kids,1973,84,NA,5.6,18,0,14.5,0,4.5,24.5,0,14.5,14.5,14.5,14.5,,1,0,0,1,0,0,0
6811,Bono,2004,97,250000,1,14,44.5,0,0,0,0,4.5,4.5,14.5,0,24.5,,0,0,0,1,0,0,0
6812,"Bons Tempos Voltaram: Vamos Gozar Outra Vez, Os",1985,115,NA,7.6,14,0,0,4.5,4.5,14.5,4.5,4.5,14.5,4.5,34.5,,0,0,1,0,0,0,0
6813,Bons baisers de Hong Kong,1975,97,NA,3.4,24,14.5,14.5,14.5,4.5,14.5,4.5,4.5,0,14.5,14.5,,0,0,1,0,0,0,0
6814,"Bons vivants, Les",1965,100,NA,6.5,30,4.5,4.5,0,4.5,4.5,24.5,14.5,14.5,14.5,14.5,,0,0,0,0,0,0,0
6815,Bonsoir,1994,85,NA,7.5,171,0,0,4.5,0,4.5,4.5,34.5,34.5,14.5,4.5,,0,0,1,0,0,0,0
6816,Bonus malus,1993,90,NA,5.7,12,0,14.5,0,0,4.5,24.5,24.5,14.5,0,4.5,,0,0,0,0,0,0,0
6817,Bony a Klid,1987,90,NA,6.2,24,4.5,0,0,4.5,14.5,4.5,24.5,14.5,24.5,4.5,,0,0,0,1,0,0,0
6818,Bonzo Goes to College,1952,80,NA,4.7,59,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
6819,Boo,1932,10,NA,3.9,76,4.5,14.5,14.5,14.5,24.5,4.5,14.5,4.5,4.5,4.5,,0,0,0,0,1,0,1
6820,"Boob Tube, The",1975,82,NA,4.3,42,14.5,24.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
6821,"Boob, The",1926,61,NA,5.7,67,0,4.5,4.5,14.5,14.5,14.5,24.5,4.5,14.5,14.5,,0,0,1,0,0,0,0
6822,Boobie Girl,2002,5,NA,5.1,12,0,0,14.5,14.5,24.5,14.5,0,0,4.5,14.5,,0,1,0,0,0,0,1
6823,Boobs in Arms,1940,18,NA,7.6,64,0,4.5,0,4.5,0,4.5,14.5,24.5,14.5,24.5,,0,0,1,0,0,0,1
6824,Boobs in the Woods,1950,7,NA,7.2,89,4.5,0,4.5,4.5,4.5,14.5,34.5,24.5,4.5,14.5,,0,1,1,0,0,0,1
6825,Booby Dupes,1945,17,NA,6.6,45,4.5,4.5,0,4.5,4.5,4.5,34.5,14.5,24.5,14.5,,0,0,1,0,0,0,1
6826,"Booby Hatch, The",1976,86,NA,1.3,11,64.5,0,0,4.5,4.5,0,0,4.5,0,4.5,,0,0,1,0,0,0,0
6827,Booby Hatched,1944,7,NA,7.3,16,0,0,0,0,14.5,14.5,34.5,14.5,24.5,4.5,,0,1,1,0,0,0,1
6828,Booby Trap,1970,90,NA,3.1,7,0,14.5,24.5,14.5,24.5,0,0,14.5,0,0,,1,0,0,0,0,0,0
6829,Booby Traps,1944,3,NA,7.2,28,0,0,0,0,4.5,24.5,14.5,24.5,4.5,24.5,,0,1,1,0,0,0,1
6830,"Boogens, The",1982,95,600000,4.2,155,4.5,4.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,24.5,,0,0,0,0,0,0,0
6831,Boogeyman,2005,89,20000000,4.1,2055,24.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,PG-13,0,0,0,1,0,0,0
6832,Boogeyman II,1983,83,NA,1.9,110,45.5,14.5,14.5,4.5,4.5,4.5,4.5,0,4.5,4.5,,0,0,0,0,0,0,0
6833,"Boogeyman, The",1980,82,NA,4.7,309,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
6834,"Boogeyman, The",1982,28,NA,4.6,83,14.5,14.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,24.5,,0,0,0,0,0,0,1
6835,Boogie Boy,1998,104,NA,5,203,4.5,4.5,4.5,14.5,14.5,4.5,14.5,14.5,14.5,14.5,R,0,0,0,0,0,0,0
6836,"Boogie Man Will Get You, The",1942,66,NA,5.1,47,4.5,4.5,4.5,24.5,14.5,14.5,4.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
6837,Boogie Nights,1997,156,15000000,7.6,27380,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0
6838,Boogie-Doodle,1948,4,NA,7.7,21,0,0,0,0,0,14.5,4.5,24.5,34.5,4.5,,0,1,0,0,0,0,1
6839,Boogie-Woogie Dream,1944,13,NA,6.5,8,0,0,0,14.5,14.5,0,24.5,14.5,14.5,24.5,,0,0,0,0,0,0,1
6840,Book Revue,1946,7,NA,8.3,66,0,0,0,0,4.5,14.5,14.5,14.5,14.5,44.5,,0,1,1,0,0,0,1
6841,"Book That Wrote Itself, The",1999,71,25000,4.5,66,4.5,4.5,4.5,4.5,34.5,4.5,4.5,4.5,0,4.5,,0,0,1,0,0,0,0
6842,"Book and the Rose, The",2001,29,40000,9,10,0,14.5,0,0,0,0,0,14.5,44.5,44.5,,0,0,0,1,0,1,1
6843,Book of Dreams: 'Welcome to Crateland',1994,9,NA,4,19,14.5,14.5,0,0,0,14.5,14.5,14.5,14.5,24.5,,0,0,0,0,0,0,1
6844,"Book of Eve, The",2002,98,NA,4.5,17,14.5,4.5,0,14.5,14.5,14.5,14.5,4.5,0,14.5,,0,0,0,1,0,0,0
6845,Book of Kings,2002,19,NA,6.7,30,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,44.5,,0,0,0,0,0,0,1
6846,"Book of Life, The",1998,63,350000,6.7,551,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,1,0,0,0,0
6847,Book of Love,1990,82,NA,5.1,199,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,14.5,R,0,0,1,0,0,1,0
6848,Book of Love,2002,91,NA,8,17,4.5,0,4.5,0,0,0,14.5,24.5,24.5,14.5,,0,0,1,0,0,1,0
6849,Book of Love,2004,83,NA,2.9,134,4.5,24.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,24.5,R,0,0,1,1,0,0,0
6850,"Book of Manson, The",1989,120,NA,5.7,6,14.5,0,14.5,0,0,0,34.5,34.5,0,0,,0,0,0,0,0,0,0
6851,"Book of Mormon Movie, Volume 1: The Journey, The",2003,120,2000000,3.4,142,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,PG-13,0,0,0,0,0,0,0
6852,Book of Numbers,1973,81,NA,5.7,9,0,0,14.5,0,24.5,14.5,24.5,0,14.5,24.5,,0,0,0,0,0,0,0
6853,Book of Rules,2003,107,NA,6.6,7,24.5,0,0,0,0,0,0,24.5,24.5,14.5,,0,0,0,0,0,0,0
6854,Book of Shadows: Blair Witch 2,2000,90,15000000,4.2,6532,14.5,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
6855,"Book of Stars, The",2001,111,NA,6.3,182,4.5,4.5,4.5,4.5,4.5,4.5,24.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
6856,BookWars,2000,79,NA,7.9,23,0,0,0,0,0,4.5,14.5,34.5,14.5,24.5,,0,0,1,0,1,0,0
6857,Bookcruncher,2002,29,NA,8.6,7,0,0,0,0,24.5,0,0,0,0,74.5,,0,0,0,0,0,0,1
6858,Bookies,2003,88,NA,5.5,208,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,R,0,0,1,1,0,0,0
6859,"Bookshelf on Top of the Sky: 12 Stories About John Zorn, A",2002,82,NA,6.2,12,0,0,0,4.5,0,24.5,24.5,4.5,4.5,24.5,,0,0,0,0,1,0,0
6860,"Bookworm Turns, The",1940,9,NA,6.5,8,0,0,0,14.5,14.5,14.5,24.5,0,0,34.5,,0,1,1,0,0,0,1
6861,"Bookworm, The",1939,8,NA,6.3,19,0,0,0,14.5,14.5,34.5,0,34.5,0,14.5,,0,1,1,0,0,0,1
6862,Boom,1968,110,10000000,4,166,14.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
6863,Boom Boom,1936,8,NA,6.7,6,0,0,0,0,14.5,0,34.5,45.5,0,0,,0,1,1,0,0,0,1
6864,Boom Town,1940,119,2000000,7,312,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,4.5,,0,0,0,1,0,1,0
6865,Boom boom,1990,92,NA,5.5,31,0,4.5,4.5,4.5,4.5,4.5,24.5,14.5,14.5,4.5,,0,0,1,0,0,1,0
6866,"Boom, Il",1963,97,NA,6.2,26,0,0,4.5,4.5,4.5,14.5,14.5,34.5,4.5,14.5,,0,0,1,0,0,0,0
6867,Boomerang,1992,118,42000000,5.1,3530,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,1,0
6868,Boomerang,1995,90,NA,6.1,24,4.5,4.5,4.5,4.5,4.5,4.5,34.5,14.5,4.5,14.5,,0,0,0,0,1,0,0
6869,Boomerang!,1947,88,NA,7.7,199,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,14.5,,0,0,0,1,0,0,0
6870,Boomtown,1985,6,NA,6,29,0,0,4.5,4.5,24.5,14.5,24.5,4.5,4.5,14.5,,0,1,0,0,0,0,1
6871,Boon sang yuen,1997,127,NA,6.4,51,0,4.5,0,4.5,4.5,24.5,14.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
6872,"Boondock Saints, The",1999,110,NA,7.7,17935,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,R,1,0,0,1,0,0,0
6873,Boop-Oop-A-Doop,1932,9,NA,7.5,17,0,0,0,0,14.5,14.5,24.5,14.5,14.5,14.5,,0,1,0,0,0,0,1
6874,"Boost, The",1988,95,NA,5.6,355,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
6875,Boot Camp,1996,6,NA,5.8,17,14.5,4.5,0,14.5,4.5,14.5,4.5,4.5,14.5,24.5,,0,0,1,0,0,0,1
6876,Boot Polish,1954,149,NA,8.9,24,0,0,0,0,0,4.5,4.5,4.5,44.5,44.5,,0,0,0,1,0,0,0
6877,"Boot ist voll, Das",1981,101,NA,7.5,89,4.5,0,4.5,4.5,0,4.5,24.5,34.5,24.5,14.5,,0,0,0,1,0,0,0
6878,"Boot, Das",1981,216,14000000,8.5,28920,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,34.5,R,0,0,0,1,0,0,0
6879,Bootle Beetle,1947,7,NA,6.2,20,0,0,4.5,4.5,14.5,34.5,24.5,14.5,4.5,14.5,,0,1,1,0,0,0,1
6880,Bootleg Film,1999,74,NA,4.3,14,4.5,4.5,4.5,24.5,24.5,4.5,4.5,4.5,4.5,0,,0,0,0,1,0,0,0
6881,Bootleggers,1974,110,NA,4.8,25,4.5,4.5,4.5,4.5,24.5,14.5,4.5,4.5,4.5,34.5,,0,0,1,0,0,0,0
6882,Bootmen,2000,95,NA,6,465,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,1,1,0,0,0
6883,Boots,1953,25,NA,1.9,23,45.5,4.5,0,0,0,0,14.5,0,0,24.5,,0,0,0,0,0,0,1
6884,Boots Malone,1952,102,NA,5.5,44,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
6885,Boots and Saddles,1937,58,NA,6,37,4.5,0,4.5,4.5,24.5,24.5,14.5,14.5,4.5,0,,0,0,0,0,0,0,0
6886,Booty Call,1997,79,NA,4.9,1401,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,1,0
6887,Booty and the Beast,1953,16,NA,6.1,33,4.5,4.5,4.5,14.5,4.5,14.5,24.5,4.5,0,4.5,,0,0,1,0,0,0,1
6888,Booy-E Pirahan-E Yusef,1995,100,NA,5.5,27,4.5,0,4.5,4.5,14.5,14.5,4.5,14.5,4.5,24.5,,0,0,0,0,0,0,0
6889,"Booye kafoor, atre yas",2000,93,NA,7,70,4.5,0,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
6890,Boozecan,1994,98,NA,6.5,40,14.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,24.5,,0,0,0,1,0,0,0
6891,Bop Girl Goes Calypso,1957,80,NA,5.5,13,4.5,4.5,4.5,14.5,14.5,0,0,24.5,0,24.5,,0,0,0,0,0,0,0
6892,Bopha!,1993,120,NA,6.3,167,4.5,4.5,4.5,4.5,4.5,24.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
6893,Boquitas pintadas,1974,120,NA,6.2,29,0,4.5,4.5,0,4.5,14.5,34.5,14.5,24.5,0,,0,0,0,1,0,0,0
6894,Bor lei jun,1999,99,NA,5.3,1421,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,PG-13,1,0,1,0,0,1,0
6895,Bora Bora,1968,90,NA,6.2,6,0,0,14.5,14.5,0,0,14.5,34.5,0,14.5,,0,0,0,1,0,0,0
6896,Bora Diya Pokuna,2004,141,NA,5.3,9,0,0,0,14.5,34.5,14.5,24.5,0,0,24.5,,0,0,0,1,0,0,0
6897,Boran,2001,99,NA,7.1,11,0,0,4.5,0,0,4.5,34.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
6898,Bord de mer,2002,90,NA,5.7,92,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
6899,Bordel SS,1978,84,NA,4.4,6,0,0,14.5,14.5,14.5,14.5,14.5,0,0,14.5,,0,0,0,0,0,0,0
6900,Bordella,1976,100,NA,8.5,6,0,0,0,0,0,34.5,0,14.5,0,45.5,,0,0,1,0,0,0,0
6901,Bordellet,1972,82,NA,3,6,14.5,14.5,0,34.5,0,0,14.5,14.5,0,0,,0,0,0,0,0,0,0
6902,Bordello of Blood,1996,72,NA,4.6,2187,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0
6903,Bordello... House of the Rising Sun,1985,86,NA,6.8,7,0,0,0,0,0,24.5,14.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
6904,Border,2001,7,NA,6,6,0,0,0,0,45.5,34.5,0,0,14.5,0,,0,0,0,0,0,0,1
6905,Border Badmen,1945,55,NA,4.4,10,24.5,0,34.5,0,34.5,24.5,0,0,0,0,,0,0,0,0,0,0,0
6906,Border Cafe,1937,67,NA,4,8,14.5,0,24.5,14.5,34.5,0,0,0,0,14.5,,0,0,0,0,0,1,0
6907,Border Feud,1947,55,NA,4.3,7,0,14.5,14.5,14.5,0,45.5,0,0,0,0,,0,0,0,0,0,0,0
6908,Border G-Man,1938,60,NA,5.6,13,0,0,4.5,24.5,4.5,34.5,14.5,4.5,0,0,,0,0,0,0,0,0,0
6909,Border Incident,1949,94,NA,6.9,102,0,0,4.5,4.5,4.5,24.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
6910,"Border Legion, The",1940,63,NA,6.8,8,0,0,0,14.5,0,45.5,24.5,14.5,0,0,,0,0,0,0,0,0,0
6911,Border Line,1992,90,NA,6.6,17,0,0,0,14.5,14.5,4.5,4.5,14.5,34.5,14.5,,0,0,0,0,0,0,0
6912,Border Patrol,1943,65,NA,6.1,23,4.5,0,4.5,4.5,4.5,14.5,14.5,24.5,4.5,24.5,,1,0,0,0,0,0,0
6913,Border Phantom,1937,60,NA,5.3,5,0,0,24.5,0,0,24.5,24.5,24.5,0,24.5,,0,0,0,0,0,0,0
6914,Border Radio,1987,87,NA,4.1,34,14.5,24.5,4.5,0,14.5,4.5,24.5,0,4.5,4.5,,0,0,0,1,0,0,0
6915,Border River,1954,80,NA,5.5,21,0,0,0,14.5,34.5,14.5,14.5,4.5,0,4.5,,0,0,0,0,0,0,0
6916,Border Saddlemates,1952,67,NA,6.1,5,0,0,0,24.5,24.5,24.5,24.5,24.5,0,0,,0,0,0,0,0,0,0
6917,Border Shootout,1990,110,NA,3.4,23,14.5,4.5,14.5,34.5,4.5,4.5,14.5,4.5,4.5,0,,0,0,0,0,0,0,0
6918,Border Treasure,1950,60,NA,5.8,6,0,0,0,14.5,14.5,14.5,0,34.5,0,14.5,,0,0,0,0,0,0,0
6919,Border Vigilantes,1941,63,NA,6.9,14,0,0,0,0,4.5,24.5,4.5,14.5,24.5,24.5,,1,0,0,0,0,0,0
6920,"Border of Tong, The",1985,98,NA,1.9,9,24.5,34.5,14.5,14.5,14.5,0,0,0,0,14.5,,0,0,0,0,0,0,0
6921,"Border, The",1979,90,NA,5.5,31,14.5,0,4.5,14.5,24.5,24.5,14.5,4.5,4.5,0,,1,0,0,1,0,0,0
6922,"Border, The",1982,109,NA,6,654,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
6923,Borderland,1937,82,NA,6.7,21,0,0,0,4.5,14.5,4.5,14.5,14.5,4.5,34.5,,0,0,0,0,0,0,0
6924,Borderline,1950,88,NA,5.9,61,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
6925,Borderline,1980,97,NA,5.5,193,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
6926,Borderline Normal,2000,85,NA,6.3,92,0,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
6927,Bordertown,1935,90,NA,6.6,191,0,4.5,4.5,4.5,4.5,14.5,14.5,4.5,14.5,34.5,,0,0,0,1,0,0,0
6928,Bordertown Gun Fighters,1943,56,NA,6.2,13,0,0,0,0,24.5,34.5,34.5,0,0,4.5,,0,0,0,0,0,0,0
6929,Bore Lee: U kandzama velegrada,2003,58,NA,6.9,59,14.5,4.5,0,0,0,4.5,4.5,4.5,4.5,64.5,,1,0,0,1,0,1,0
6930,Bored,1999,1,NA,4.8,11,14.5,4.5,0,14.5,34.5,4.5,4.5,0,0,0,,0,0,0,0,0,0,1
6931,Bored Silly,2000,81,NA,3.8,14,14.5,0,14.5,14.5,0,4.5,4.5,4.5,0,34.5,,0,0,1,0,0,0,0
6932,Bored of Education,1936,10,NA,7.6,33,0,4.5,0,4.5,4.5,14.5,4.5,34.5,14.5,14.5,,0,0,1,0,0,0,1
6933,Borei kaibyo yashiki,1958,69,NA,7.7,6,0,0,0,0,14.5,0,14.5,34.5,14.5,14.5,,0,0,0,0,0,0,0
6934,Borets i kloun,1957,95,NA,5.8,14,4.5,0,0,4.5,0,24.5,4.5,24.5,4.5,24.5,,0,0,0,1,0,0,0
6935,"Borges, los libros y las noches",1999,82,NA,5.4,12,4.5,0,0,14.5,0,4.5,14.5,24.5,0,24.5,,0,0,0,0,1,0,0
6936,"Borghese piccolo piccolo, Un",1977,118,NA,8.4,109,0,4.5,4.5,0,4.5,4.5,14.5,24.5,24.5,34.5,,0,0,0,1,0,0,0
6937,Boricua,2004,100,NA,7.2,10,14.5,0,0,14.5,0,24.5,14.5,14.5,0,44.5,,0,0,0,0,0,0,0
6938,Boricua's Bond,2000,105,NA,3.8,78,24.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,R,0,0,0,1,0,0,0
6939,Borinage,1933,36,NA,7.3,32,4.5,4.5,4.5,4.5,4.5,0,14.5,24.5,14.5,14.5,,0,0,0,0,0,0,1
6940,Boris Godounov,1989,118,NA,7.5,20,0,0,4.5,0,4.5,14.5,14.5,24.5,14.5,34.5,,0,0,0,1,0,0,0
6941,Boris Godunov,1954,110,NA,7.7,7,0,0,0,0,0,24.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
6942,Boris Godunov,1986,130,NA,5.4,8,14.5,0,14.5,0,0,0,24.5,24.5,0,24.5,,0,0,0,1,0,0,0
6943,Boris I,1985,263,NA,8.4,10,14.5,0,0,0,0,0,14.5,14.5,24.5,45.5,,0,0,0,1,0,0,0
6944,Boris and Natasha,1992,87,NA,3.6,203,14.5,4.5,14.5,14.5,4.5,4.5,14.5,4.5,4.5,14.5,,1,0,1,0,0,0,0
6945,Borj-E Minoo,1996,80,NA,6.6,14,4.5,0,0,4.5,14.5,24.5,0,34.5,14.5,0,,0,0,0,0,0,0,0
6946,Born Again,1978,110,NA,3.7,23,24.5,4.5,4.5,14.5,4.5,0,4.5,4.5,0,24.5,,0,0,0,1,0,0,0
